FeatureID,FeatureName,Group1-Region1 Average,Group1-Region1 Log2 Fold Change,Group1-Region1 P-Value,Group2-Region1 Average,Group2-Region1 Log2 Fold Change,Group2-Region1 P-Value,Group1-Region2 Average,Group1-Region2 Log2 Fold Change,Group1-Region2 P-Value,Group2-Region2 Average,Group2-Region2 Log2 Fold Change,Group2-Region2 P-Value
ExampleGeneEnsembl-147,ExGene147,0.862622184,0.883829456,0.763359447,0.889734666,0.499255702,0.070357074,0.491007741,0.476330015,0.453328473,0.086814718,0.403127227,0.795791872
ExampleGeneEnsembl-148,ExGene148,0.867112864,0.394582471,0.848016632,0.14567537,0.903888043,0.279354357,0.748587134,0.030437749,0.905836108,0.747271931,0.348078377,0.865895222
ExampleGeneEnsembl-149,ExGene149,0.525498345,0.735732261,0.497456999,0.052604636,0.821869996,0.938842923,0.81791361,0.885613183,0.588531479,0.18064727,0.374261038,0.303895396
ExampleGeneEnsembl-150,ExGene150,0.794318237,0.037743917,0.775838015,0.1201264,0.032801523,0.466891892,0.56336644,0.630499667,0.626751222,0.495447594,0.783849473,0.564976373
ExampleGeneEnsembl-151,ExGene151,0.304405524,0.97871296,0.907461817,0.211542228,0.283803676,0.893740302,0.970064701,0.743731747,0.70568454,0.641722478,0.555699969,0.806183886
ExampleGeneEnsembl-152,ExGene152,0.040295409,0.366435431,0.529761614,0.610316331,0.892235696,0.793951163,0.359147125,0.799168421,0.838385649,0.104813191,0.33290887,0.859813342
ExampleGeneEnsembl-153,ExGene153,0.286559981,0.647721008,0.406471178,0.922883678,0.164000558,0.339341559,0.254423491,0.472475608,0.269465934,0.045207584,0.741124137,0.390854833
ExampleGeneEnsembl-154,ExGene154,0.27698405,0.175465217,0.872147183,0.169147899,0.170876299,0.493887412,0.814495393,0.57963653,0.771567533,0.234041366,0.751024725,0.591534078
ExampleGeneEnsembl-155,ExGene155,0.351911459,0.787284304,0.434336505,0.092974346,0.747441034,0.423301315,0.665946096,0.394293628,0.550883361,0.322562946,0.644623077,0.860107094
ExampleGeneEnsembl-156,ExGene156,0.907804632,0.009068342,0.163748404,0.965059786,0.732063033,0.02373663,0.869475656,0.078297502,0.413084516,0.209215619,0.314297623,0.492171932
ExampleGeneEnsembl-157,ExGene157,0.399266966,0.704872715,0.976162006,0.636265971,0.541580009,0.119409817,0.976021349,0.172412162,0.77389215,0.855783865,0.644912958,0.258581854
ExampleGeneEnsembl-158,ExGene158,0.545768669,0.581548148,0.981025696,0.590507694,0.29456567,0.165349452,0.591789687,0.700390661,0.188701868,0.956671057,0.087868444,0.919683782
ExampleGeneEnsembl-159,ExGene159,0.452563893,0.098056162,0.118772838,0.279282385,0.263278454,0.455211387,0.839429908,0.113834864,0.73787897,0.759458718,0.173773795,0.145672747
ExampleGeneEnsembl-160,ExGene160,0.891414577,0.226387809,0.659904971,0.808502365,0.786357731,0.999875891,0.086883663,0.037143462,0.692337283,0.007999261,0.322307892,0.270904878
ExampleGeneEnsembl-161,ExGene161,0.563743827,0.7211695,0.748345128,0.559999719,0.908943434,0.188582326,0.686455758,0.102424595,0.159146184,0.261121286,0.240523552,0.780632335
ExampleGeneEnsembl-162,ExGene162,0.405998264,0.008668079,0.650226381,0.693744592,0.42791004,0.893350763,0.397483443,0.741202482,0.480749671,0.512687151,0.020459229,0.546653777
ExampleGeneEnsembl-163,ExGene163,0.760110969,0.400756007,0.762622499,0.619272796,0.594563798,0.710346071,0.078894486,0.667554385,0.385448949,0.770145194,0.223829137,0.058742798
ExampleGeneEnsembl-164,ExGene164,0.828821639,0.337151159,0.414195216,0.494031108,0.353216733,0.680434499,0.269461372,0.610319517,0.78087229,0.010894317,0.737963728,0.528900357
ExampleGeneEnsembl-165,ExGene165,0.019081015,0.381012346,0.977510332,0.488387603,0.307637367,0.315586518,0.057904602,0.908409746,0.986338771,0.076341017,0.095795258,0.618536427
ExampleGeneEnsembl-166,ExGene166,0.150872354,0.348425141,0.588668127,0.058467438,0.401660085,0.061319562,0.863040135,0.139995628,0.18443391,0.293279426,0.657372407,0.014716564
ExampleGeneEnsembl-167,ExGene167,0.657748904,0.627761759,0.391708827,0.352435472,0.54639247,0.712075896,0.105557144,0.137175107,0.907790302,0.555384902,0.752749228,0.218493254
ExampleGeneEnsembl-168,ExGene168,0.373883526,0.518843444,0.393704233,0.306968974,0.817416678,0.92628847,0.220905478,0.219507986,0.775362237,0.377029796,0.444929652,0.958529353
ExampleGeneEnsembl-169,ExGene169,0.566995843,0.833076916,0.797922572,0.822173449,0.698748321,0.488459961,0.993848428,0.856213758,0.976436317,0.673277572,0.379789602,0.30425397
ExampleGeneEnsembl-170,ExGene170,0.915416289,0.81577156,0.980877207,0.399070138,0.556155499,0.035164435,0.311596246,0.647776963,0.490656059,0.817887745,0.581225154,0.084211046
ExampleGeneEnsembl-171,ExGene171,0.025566669,0.079542161,0.274468698,0.52105045,0.269880122,0.042838589,0.301305382,0.482646694,0.75213468,0.892763755,0.966743833,0.205988089
ExampleGeneEnsembl-172,ExGene172,0.501917263,0.900124642,0.336188714,0.518521439,0.758714017,0.869562936,0.435952672,0.239715908,0.45657635,0.448330735,0.677080369,0.7468487
ExampleGeneEnsembl-173,ExGene173,0.241167709,0.105506273,0.60957416,0.524972061,0.638095186,0.604018798,0.330081479,0.903380296,0.097357333,0.460347892,0.976302014,0.531013811
ExampleGeneEnsembl-174,ExGene174,0.918717953,0.909660378,0.251201697,0.100013158,0.023141485,0.395666498,0.983124979,0.163483961,0.982236144,0.696153987,0.336551509,0.216718191
ExampleGeneEnsembl-175,ExGene175,0.600864513,0.288002589,0.684580698,0.276071659,0.725773486,0.594769431,0.068349204,0.378761464,0.115785871,0.340939195,0.116053874,0.114114752
ExampleGeneEnsembl-176,ExGene176,0.63553039,0.216028792,0.797586365,0.488206909,0.405570667,0.673172316,0.951803995,0.447842035,0.86915078,0.740426512,0.518519441,0.349546536
ExampleGeneEnsembl-177,ExGene177,0.659614198,0.193361851,0.460955431,0.656860805,0.803779245,0.805026069,0.106865922,0.247823246,0.390585032,0.721079818,0.649239686,0.016418032
ExampleGeneEnsembl-178,ExGene178,0.279766095,0.880592188,0.55975741,0.76354676,0.70513329,0.000598948,0.507981805,0.136429793,0.57003277,0.715541593,0.996417516,0.196047816
ExampleGeneEnsembl-179,ExGene179,0.903438839,0.444406745,0.417884549,0.034469305,0.987568682,0.564333023,0.861647873,0.979803454,0.900866753,0.839548274,0.132125413,0.256184889
ExampleGeneEnsembl-180,ExGene180,0.571589308,0.397101303,0.94362067,0.158224711,0.539057691,0.791041488,0.851969438,0.820391444,0.635144803,0.604100683,0.089151505,0.124751993
ExampleGeneEnsembl-181,ExGene181,0.545597266,0.888258919,0.831598502,0.351599648,0.312018416,0.16871661,0.499199066,0.76009964,0.878652257,0.585030776,0.745609752,0.578439779
ExampleGeneEnsembl-182,ExGene182,0.927930416,0.331419219,0.324836012,0.628592286,0.619102694,0.776722292,0.007053714,0.827308876,0.365882837,0.193909192,0.283391994,0.738993944
ExampleGeneEnsembl-183,ExGene183,0.3009569,0.541057969,0.80149753,0.42551612,0.595913574,0.955443596,0.699507149,0.206532785,0.000742295,0.986084005,0.845500777,0.412978031
ExampleGeneEnsembl-184,ExGene184,0.196651322,0.978389974,0.762411151,0.300363599,0.716643333,0.094315778,0.22890439,0.716642408,0.318576338,0.003858682,0.779575164,0.724875581
ExampleGeneEnsembl-185,ExGene185,0.568031349,0.164224958,0.674983527,0.744092831,0.329613675,0.164102734,0.094544788,0.912582334,0.284062273,0.751572323,0.553395009,0.351143064
ExampleGeneEnsembl-186,ExGene186,0.699772976,0.53966883,0.446280692,0.710896377,0.216390972,0.314930911,0.530312602,0.946743583,0.619893686,0.881838304,0.679466055,0.94315346
ExampleGeneEnsembl-187,ExGene187,0.079069756,0.101418435,0.658103162,0.963009951,0.064219958,0.543412083,0.819452257,0.270099276,0.25313862,0.454102699,0.003974012,0.924333678
ExampleGeneEnsembl-188,ExGene188,0.710529924,0.792885784,0.454904547,0.387235708,0.380670808,0.65682512,0.669795149,0.653896604,0.818749966,0.387123263,0.90194932,0.623514601
ExampleGeneEnsembl-189,ExGene189,0.842508139,0.283459842,0.568525655,0.428448018,0.097405672,0.286010539,0.653780054,0.449760699,0.346013886,0.906541332,0.343547376,0.865731895
ExampleGeneEnsembl-190,ExGene190,0.126537112,0.203879411,0.733778485,0.721522007,0.897493794,0.502151327,0.298499037,0.267864235,0.388035269,0.640709713,0.015812362,0.029674113
ExampleGeneEnsembl-191,ExGene191,0.431080634,0.40308907,0.429548193,0.37118985,0.318299305,0.505592029,0.545045771,0.900237006,0.256833586,0.108871253,0.321439154,0.889910781
ExampleGeneEnsembl-192,ExGene192,0.679611175,0.468637613,0.23045285,0.767961616,0.47280939,0.35441685,0.964440889,0.009104111,0.950813528,0.342051766,0.365261577,0.818228993
ExampleGeneEnsembl-193,ExGene193,0.025875269,0.257686387,0.652926075,0.185954066,0.851444331,0.019575147,0.863884272,0.560832804,0.567292903,0.642530974,0.661080835,0.492338302
ExampleGeneEnsembl-194,ExGene194,0.128793731,0.614647006,0.512899609,0.423589805,0.076260101,0.603094822,0.749869108,0.533104092,0.337537463,0.674146229,0.19280597,0.689795872
ExampleGeneEnsembl-195,ExGene195,0.505506452,0.896982691,0.124768548,0.613051923,0.261956927,0.448538808,0.403117579,0.768039848,0.608381224,0.035059765,0.195275254,0.665059817
ExampleGeneEnsembl-196,ExGene196,0.367906054,0.89429259,0.478956426,0.82501139,0.5996566,0.513104622,0.268054217,0.355758681,0.292904549,0.132896183,0.859089934,0.809364277
ExampleGeneEnsembl-197,ExGene197,0.072631121,0.113824507,0.247761283,0.758325294,0.085410009,0.506052132,0.761845681,0.48183757,0.756959233,0.937497227,0.590163276,0.12754742
ExampleGeneEnsembl-198,ExGene198,0.587031699,0.556886035,0.433178777,0.608715782,0.039571346,0.782386043,0.705182286,0.24480666,0.075613276,0.014460665,0.473962323,0.369150667
ExampleGeneEnsembl-199,ExGene199,0.616530371,0.646732583,0.389328371,0.648074318,0.87218421,0.278422098,0.249429023,0.014603794,0.025509872,0.308809373,0.265874277,0.755775217
ExampleGeneEnsembl-200,ExGene200,0.391638753,0.741671924,0.399583036,0.617482324,0.515552434,0.746805903,0.566188003,0.663079081,0.949732501,0.491520281,0.574033677,0.996846543
ExampleGeneEnsembl-201,ExGene201,0.23417951,0.894270219,0.931869299,0.442753961,0.853813031,0.622178198,0.784913721,0.625746739,0.831666599,0.854744181,0.051060573,0.614082595
ExampleGeneEnsembl-202,ExGene202,0.841454547,0.21160855,0.651526919,0.319763563,0.701354015,0.049174102,0.434921638,0.330187954,0.298447898,0.143323317,0.0853731,0.512244325
ExampleGeneEnsembl-203,ExGene203,0.551161558,0.771412033,0.168520047,0.984450896,0.441701611,0.136502933,0.187759041,0.398509573,0.228352627,0.990110641,0.25038829,0.488675986
ExampleGeneEnsembl-204,ExGene204,0.387597693,0.842223061,0.427202601,0.370575135,0.249274638,0.124380158,0.042417397,0.099183244,0.883052647,0.770129629,0.490985077,0.15639913
ExampleGeneEnsembl-205,ExGene205,0.301209624,0.076615669,0.11541517,0.4367702,0.588006015,0.231962887,0.247186511,0.711465671,0.683904419,0.564590006,0.159150506,0.633120671
ExampleGeneEnsembl-206,ExGene206,0.902682041,0.451682744,0.742960904,0.003985535,0.133193374,0.212436275,0.610348583,0.067659225,0.532922598,0.490064225,0.808957805,0.88821212
ExampleGeneEnsembl-207,ExGene207,0.069002814,0.242991844,0.090928322,0.450074641,0.739323285,0.274193534,0.194888562,0.615487052,0.168398424,0.003817909,0.309140939,0.386169287
ExampleGeneEnsembl-208,ExGene208,0.093120032,0.543211059,0.688561672,0.618706545,0.0874984,0.111853852,0.94743176,0.233061477,0.039524289,0.672507359,0.567273519,0.173978054
ExampleGeneEnsembl-209,ExGene209,0.536524236,0.795107429,0.564770615,0.334376996,0.521093465,0.483798252,0.071315097,0.305430206,0.439847243,0.222419035,0.105778291,0.049271671
ExampleGeneEnsembl-210,ExGene210,0.997702204,0.048410978,0.442372073,0.622052928,0.841528875,0.84873854,0.918255459,0.322542586,0.607458776,0.719702184,0.672347205,0.460963898
ExampleGeneEnsembl-211,ExGene211,0.708963635,0.581499181,0.877770541,0.811043781,0.495108391,0.27255512,0.302135269,0.819888792,0.737347994,0.603398132,0.958055923,0.462818956
ExampleGeneEnsembl-212,ExGene212,0.586307871,0.161598556,0.937261506,0.278903032,0.111378964,0.525265567,0.623596647,0.622542658,0.686008903,0.362616369,0.312207168,0.851867611
ExampleGeneEnsembl-213,ExGene213,0.157793398,0.250202578,0.938134676,0.272680532,0.453368963,0.115996489,0.346453048,0.820087143,0.320403449,0.066424103,0.179636746,0.065881218
ExampleGeneEnsembl-214,ExGene214,0.446128692,0.91335745,0.520337973,0.087361547,0.384547226,0.218670585,0.175838188,0.739598253,0.685777063,0.958938353,0.639751215,0.94564138
ExampleGeneEnsembl-215,ExGene215,0.788765905,0.32917014,0.608447389,0.365103434,0.519909772,0.742217712,0.427021546,0.388035777,0.272023181,0.369515472,0.162808179,0.533359548
ExampleGeneEnsembl-216,ExGene216,0.764016741,0.179951924,0.774507514,0.901834083,0.603890071,0.900757552,0.114578114,0.797819451,0.784943391,0.043405024,0.492065176,0.162416031
ExampleGeneEnsembl-217,ExGene217,0.722807745,0.428238703,0.370778292,0.789418093,0.519811603,0.321957107,0.137513132,0.635954586,0.731731883,0.345600717,0.098462974,0.239095737
ExampleGeneEnsembl-218,ExGene218,0.968266392,0.402598977,0.928875981,0.268466443,0.504714706,0.995272671,0.421907598,0.270897837,0.076541393,0.777931852,0.664193762,0.600692295
ExampleGeneEnsembl-219,ExGene219,0.970817506,0.27174575,0.576703517,0.436881287,0.708272383,0.31399349,0.649940953,0.779034599,0.091736998,0.778655804,0.001258843,0.37108402
ExampleGeneEnsembl-220,ExGene220,0.511730993,0.973271967,0.814781131,0.106273388,0.392958583,0.787737969,0.615702337,0.759581399,0.13751889,0.208449013,0.283410135,0.192172084
ExampleGeneEnsembl-221,ExGene221,0.647404854,0.815667171,0.735818376,0.19272284,0.338024692,0.470015623,0.183560288,0.080929249,0.393388492,0.24758135,0.16679764,0.236324021
ExampleGeneEnsembl-222,ExGene222,0.995710165,0.923993002,0.589423501,0.795726185,0.011302151,0.652688996,0.171445689,0.772187808,0.763923399,0.589811612,0.708242635,0.611252382
ExampleGeneEnsembl-223,ExGene223,0.424990456,0.087558037,0.426731996,0.866127744,0.762778648,0.944471287,0.994892418,0.146094198,0.278465492,0.673238096,0.188080697,0.354285592
ExampleGeneEnsembl-224,ExGene224,0.451353878,0.103960312,0.894841901,0.773722288,0.431003953,0.750961983,0.192268198,0.428562875,0.818290279,0.055937963,0.917573738,0.988524122
ExampleGeneEnsembl-225,ExGene225,0.030368788,0.054889876,0.485892493,0.924980107,0.190751669,0.11574766,0.206393869,0.570412243,0.767123031,0.182806154,0.324700602,0.344107477
ExampleGeneEnsembl-226,ExGene226,0.244385168,0.046033783,0.248177479,0.512988811,0.234746163,0.590162824,0.214084028,0.769687602,0.575672185,0.093480693,0.035593898,0.130304466
ExampleGeneEnsembl-227,ExGene227,0.626404755,0.988602802,0.324739656,0.167932878,0.153777267,0.485677991,0.940827364,0.539672769,0.605873568,0.873343474,0.787591136,0.667664602
ExampleGeneEnsembl-228,ExGene228,0.151992389,0.77489225,0.799164547,0.656721756,0.784770225,0.854005687,0.74908393,0.101220101,0.621332954,0.568461444,0.499120805,0.302783644
ExampleGeneEnsembl-229,ExGene229,0.425081764,0.092407156,0.584155421,0.709175922,0.075881048,0.841592043,0.601170962,0.936520908,0.568621303,0.782768701,0.866451366,0.937367678
ExampleGeneEnsembl-230,ExGene230,0.826558295,0.81280268,0.983614914,0.831580969,0.836603952,0.76103154,0.896597796,0.118363365,0.213155567,0.66043296,0.852822215,0.400112611
ExampleGeneEnsembl-231,ExGene231,0.741481218,0.262795967,0.715452115,0.859715937,0.706751863,0.675950963,0.40951757,0.40984623,0.340713073,0.812186241,0.075170297,0.652779088
ExampleGeneEnsembl-232,ExGene232,0.273548969,0.450704443,0.426942538,0.565501818,0.891584985,0.523272112,0.364382068,0.632260006,0.941716999,0.294927967,0.721866209,0.635062188
ExampleGeneEnsembl-233,ExGene233,0.882146181,0.976964345,0.409035788,0.410459464,0.381046998,0.747934874,0.87820167,0.003005085,0.331738354,0.459286269,0.306877745,0.33432486
ExampleGeneEnsembl-234,ExGene234,0.489387283,0.58666648,0.515692614,0.813903745,0.134945851,0.896022304,0.658408125,0.295105175,0.007069305,0.296315351,0.552027533,0.1687147
ExampleGeneEnsembl-235,ExGene235,0.884886215,0.663469298,0.192325702,0.543860355,0.793866272,0.45166323,0.49238625,0.573085194,0.366467176,0.776961517,0.827764594,0.729561405
ExampleGeneEnsembl-236,ExGene236,0.195870471,0.196294125,0.487405489,0.833787859,0.43181327,0.044119234,0.571317107,0.989445825,0.44342041,0.212985855,0.827072968,0.296295622
ExampleGeneEnsembl-237,ExGene237,0.632793245,0.605086422,0.551365532,0.544275504,0.655049055,0.127699761,0.034124599,0.144419639,0.006635899,0.482959038,0.375404137,0.526421293
ExampleGeneEnsembl-238,ExGene238,0.425433967,0.352914092,0.112302161,0.620786806,0.71814924,0.556181566,0.884227813,0.773393475,0.895631923,0.728495029,0.663762638,0.876421353
ExampleGeneEnsembl-239,ExGene239,0.140060741,0.293578208,0.370975766,0.205964364,0.139880915,0.711692769,0.252918382,0.018180634,0.486975533,0.867748911,0.953009262,0.570024211
ExampleGeneEnsembl-240,ExGene240,0.036826809,0.696891077,0.427852857,0.298188071,0.151533838,0.567527679,0.681237743,0.130288084,0.346715813,0.859673166,0.111391766,0.897450381
ExampleGeneEnsembl-241,ExGene241,0.833110883,0.098799726,0.840470629,0.576059146,0.096933927,0.80217449,0.330220958,0.312112507,0.198906763,0.31713313,0.15314876,0.172828279
ExampleGeneEnsembl-242,ExGene242,0.216164706,0.504264078,0.423948885,0.779601156,0.688966719,0.33668322,0.477593274,0.921257752,0.188010943,0.182189689,0.29050063,0.200887271
ExampleGeneEnsembl-243,ExGene243,0.056882276,0.710806875,0.755511102,0.479317495,0.268741459,0.043015988,0.901655375,0.588322592,0.384993419,0.638753006,0.706183266,0.934790819
ExampleGeneEnsembl-244,ExGene244,0.363483221,0.201772042,0.112314371,0.69039754,0.361591343,0.142327404,0.305243395,0.435541537,0.208242861,0.081415175,0.760275887,0.671730847
ExampleGeneEnsembl-245,ExGene245,0.238236314,0.22856214,0.13768892,0.294638333,0.400896061,0.057532814,0.560600843,0.528120984,0.650105403,0.969399404,0.451357735,0.742470553
ExampleGeneEnsembl-246,ExGene246,0.616754194,0.14262275,0.913673525,0.159060611,0.242119116,0.624771244,0.195641771,0.937364663,0.499120814,0.694953335,0.685107968,0.280744266
ExampleGeneEnsembl-247,ExGene247,0.421377305,0.0383092,0.421372768,0.399323621,0.887299261,0.600534857,0.563273893,0.411480635,0.79150832,0.100825222,0.210168154,0.077559019
ExampleGeneEnsembl-248,ExGene248,0.043931817,0.568051017,0.685700997,0.916322978,0.025736422,0.638363712,0.52357652,0.587370769,0.540807912,0.433792819,0.137038848,0.0920064
ExampleGeneEnsembl-249,ExGene249,0.234987889,0.252754715,0.357745866,0.463295423,0.821600219,0.644836612,0.761364686,0.608368221,0.523545107,0.330951346,0.780578635,0.913533647
ExampleGeneEnsembl-250,ExGene250,0.72665964,0.451148613,0.986557934,0.610622747,0.516571946,0.46153356,0.902049776,0.045840818,0.568015404,0.456107883,0.748284583,0.753250767
