FeatureID,FeatureName,Group1-Region1 Average,Group1-Region1 Log2 Fold Change,Group1-Region1 P-Value,Group2-Region1 Average,Group2-Region1 Log2 Fold Change,Group2-Region1 P-Value,Group1-Region2 Average,Group1-Region2 Log2 Fold Change,Group1-Region2 P-Value,Group2-Region2 Average,Group2-Region2 Log2 Fold Change,Group2-Region2 P-Value
ExampleGeneEnsembl-147,ExGene147,0.651008603,0.553612305,0.13739723,0.296791689,0.394637256,0.845508989,0.714248777,0.005295996,0.3523601,0.575038893,0.515221351,0.393400776
ExampleGeneEnsembl-148,ExGene148,0.328228838,0.025027792,0.090288425,0.780885875,0.013639037,0.332121899,0.944660943,0.49540681,0.095768187,0.634763951,0.738545618,0.543439514
ExampleGeneEnsembl-149,ExGene149,0.531167332,0.377757983,0.424973385,0.038001251,0.605142182,0.358467826,0.629448518,0.62503499,0.288070455,0.680334254,0.384827759,0.81077356
ExampleGeneEnsembl-150,ExGene150,0.919033323,0.953591263,0.372564104,0.466717304,0.06278807,0.747552876,0.968474116,0.420960621,0.972475917,0.380571152,0.939137814,0.920177089
ExampleGeneEnsembl-151,ExGene151,0.002491069,0.426395886,0.768094983,0.191208373,0.788758233,0.766420054,0.248107249,0.045523001,0.281323596,0.965249013,0.128725794,0.130997202
ExampleGeneEnsembl-152,ExGene152,0.459852407,0.462001323,0.006436997,0.456953322,0.783565265,0.563248924,0.154588896,0.041135272,0.136623281,0.300849898,0.79270208,0.544081893
ExampleGeneEnsembl-153,ExGene153,0.050652429,0.761499319,0.308349991,0.266297278,0.870035827,0.660093268,0.860085307,0.631800572,0.386869711,0.644706322,0.2532313,0.001591005
ExampleGeneEnsembl-154,ExGene154,0.726719087,0.097096205,0.837495779,0.490348472,0.129652413,0.891621623,0.816660286,0.102966567,0.715497535,0.271398139,0.935340684,0.35044014
ExampleGeneEnsembl-155,ExGene155,0.590418486,0.692759925,0.57118914,0.853105144,0.834996132,0.620038131,0.575330021,0.484411272,0.775490571,0.377742942,0.548085267,0.562776256
ExampleGeneEnsembl-156,ExGene156,0.378087255,0.226836604,0.25250488,0.528636486,0.126519365,0.850561023,0.023753036,0.962194191,0.497280868,0.605091616,0.550731291,0.862048333
ExampleGeneEnsembl-157,ExGene157,0.733571426,0.577177016,0.586042629,0.880501685,0.018801874,0.800314393,0.883318359,0.062582963,0.623752053,0.998858046,0.719888961,0.468503653
ExampleGeneEnsembl-158,ExGene158,0.009650524,0.690827629,0.554763719,0.803709211,0.600179674,0.28531522,0.075799859,0.357801401,0.020493674,0.37440388,0.743046117,0.901388657
ExampleGeneEnsembl-159,ExGene159,0.937613026,0.848060011,0.255067444,0.598687016,0.144237665,0.020933949,0.854643481,0.242851779,0.113290085,0.842853271,0.707900991,0.178438147
ExampleGeneEnsembl-160,ExGene160,0.240041006,0.951919208,0.730939671,0.074001995,0.373076991,0.013244804,0.987421584,0.286374288,0.47400123,0.139862459,0.573685218,0.948455667
ExampleGeneEnsembl-161,ExGene161,0.094790385,0.928713185,0.363509013,0.006605797,0.333829719,0.939672414,0.419275402,0.443439174,0.732827245,0.848953836,0.704272574,0.579795958
ExampleGeneEnsembl-162,ExGene162,0.225473909,0.314286658,0.34514791,0.865862564,0.537895092,0.583988584,0.236978402,0.033210909,0.358460051,0.481670323,0.924006672,0.870145299
ExampleGeneEnsembl-163,ExGene163,0.067133642,0.864859209,0.869234709,0.732197027,0.991227541,0.02967348,0.191646219,0.561641082,0.762526499,0.855296678,0.37022283,0.68596819
ExampleGeneEnsembl-164,ExGene164,0.893604071,0.42141727,0.32044206,0.150330056,0.182474951,0.31390509,0.621316204,0.223957004,0.33370024,0.184386592,0.954725576,0.221794083
ExampleGeneEnsembl-165,ExGene165,0.07089892,0.669069692,0.42849651,0.874479153,0.411833626,0.888561585,0.960945142,0.349814452,0.682323712,0.280106838,0.527633317,0.849669297
ExampleGeneEnsembl-166,ExGene166,0.411183398,0.996242034,0.937078936,0.261034328,0.154149288,0.518449814,0.970571466,0.933280301,0.11386629,0.755919305,0.884216832,0.690912995
ExampleGeneEnsembl-167,ExGene167,0.889394993,0.970411241,0.377778418,0.057107596,0.814740165,0.944574559,0.106196624,0.066214386,0.739427339,0.942007052,0.30918319,0.220749942
ExampleGeneEnsembl-168,ExGene168,0.47209236,0.246867145,0.406544562,0.571130131,0.160158705,0.581594159,0.039107657,0.618282312,0.155849271,0.735994547,0.096981197,0.26603105
ExampleGeneEnsembl-169,ExGene169,0.945227039,0.60785882,0.093442151,0.118964784,0.038075706,0.93774508,0.015368024,0.839624921,0.258235241,0.701596661,0.88444768,0.794509962
ExampleGeneEnsembl-170,ExGene170,0.492179353,0.150613503,0.652781214,0.988422844,0.98915767,0.643960874,0.460793957,0.683984839,0.25165472,0.093590918,0.859221359,0.467567206
ExampleGeneEnsembl-171,ExGene171,0.413971854,0.748687887,0.486413841,0.435832949,0.083401238,0.298247509,0.630465356,0.242544273,0.000655542,0.945899016,0.844148606,0.666087514
ExampleGeneEnsembl-172,ExGene172,0.582187648,0.077349617,0.824747741,0.948015121,0.964178869,0.789897913,0.170154199,0.926447541,0.829348913,0.938792509,0.475393985,0.568855844
ExampleGeneEnsembl-173,ExGene173,0.482223437,0.926846451,0.795301221,0.671160004,0.554157342,0.634136034,0.504086586,0.574384601,0.311666405,0.093752519,0.528697723,0.193221954
ExampleGeneEnsembl-174,ExGene174,0.278795619,0.33833859,0.540971873,0.13978722,0.150121303,0.338501344,0.455839741,0.180330684,0.767501049,0.791690599,0.702760872,0.109315698
ExampleGeneEnsembl-175,ExGene175,0.60009865,0.01803199,0.83007258,0.899222207,0.14818386,0.809953616,0.532715186,0.673469564,0.677285402,0.49749151,0.742982522,0.744187758
ExampleGeneEnsembl-176,ExGene176,0.244577966,0.930868154,0.600170217,0.245900898,0.281490196,0.1486576,0.753977788,0.325818975,0.068095361,0.643482182,0.939477039,0.567827769
ExampleGeneEnsembl-177,ExGene177,0.356913318,0.788597948,0.661061099,0.709960806,0.314846834,0.747690677,0.377575157,0.147358862,0.424647569,0.067644685,0.087871579,0.450526168
ExampleGeneEnsembl-178,ExGene178,0.326246197,0.417330551,0.307578776,0.908942715,0.862399592,0.98996292,0.454539203,0.811604809,0.208220494,0.097739538,0.571670192,0.062810473
ExampleGeneEnsembl-179,ExGene179,0.065965302,0.466432684,0.145168206,0.530416577,0.336458864,0.222353375,0.979258838,0.625721167,0.771124416,0.960144798,0.664332367,0.891083412
ExampleGeneEnsembl-180,ExGene180,0.257187088,0.634114764,0.423842434,0.898790281,0.589692571,0.091222436,0.830616952,0.217074177,0.223982288,0.667820745,0.350302336,0.830310089
ExampleGeneEnsembl-181,ExGene181,0.892755005,0.234652642,0.724405799,0.087729325,0.150853681,0.483547297,0.02656212,0.460734652,0.914758005,0.194691141,0.597294201,0.397000057
ExampleGeneEnsembl-182,ExGene182,0.133548201,0.18381391,0.983463176,0.581456584,0.49544352,0.701036763,0.081132526,0.803974681,0.565461564,0.627223817,0.053533698,0.908806298
ExampleGeneEnsembl-183,ExGene183,0.426608191,0.981491953,0.054030213,0.464379205,0.141424647,0.014499129,0.342297128,0.917415104,0.869583807,0.272972087,0.836017478,0.306479708
ExampleGeneEnsembl-184,ExGene184,0.594786138,0.489378671,0.80275134,0.614999888,0.757952332,0.39735246,0.057427925,0.029810611,0.662665817,0.07132851,0.473218198,0.07377019
ExampleGeneEnsembl-185,ExGene185,0.046264089,0.07600553,0.594374407,0.774321102,0.572273458,0.67801059,0.981726861,0.375491499,0.060979799,0.962049212,0.970131802,0.44414353
ExampleGeneEnsembl-186,ExGene186,0.586023085,0.199835182,0.62716618,0.854481423,0.91496489,0.108318192,0.750117666,0.423833197,0.47531794,0.629401458,0.97292257,0.128711119
ExampleGeneEnsembl-187,ExGene187,0.797335154,0.813685292,0.162592445,0.36774659,0.827590246,0.354331901,0.095007239,0.361826741,0.278221649,0.115731117,0.12209828,0.257964041
ExampleGeneEnsembl-188,ExGene188,0.721367797,0.375309794,0.964280446,0.697491769,0.328318837,0.341402083,0.701238392,0.134789346,0.918160366,0.807983803,0.562191808,0.74562021
ExampleGeneEnsembl-189,ExGene189,0.996802279,0.394345538,0.575213614,0.335884052,0.642331915,0.196048675,0.224619757,0.944297122,0.261003875,0.801168457,0.613914747,0.377333217
ExampleGeneEnsembl-190,ExGene190,0.358325372,0.795061144,0.812700054,0.329427591,0.160119437,0.730545529,0.276291159,0.864524439,0.432396194,0.496009486,0.219719486,0.937072208
ExampleGeneEnsembl-191,ExGene191,0.937963696,0.977267963,0.10550668,0.409673103,0.427812148,0.144696305,0.244165484,0.655996665,0.143129864,0.913658363,0.063601843,0.210167515
ExampleGeneEnsembl-192,ExGene192,0.93991396,0.440023849,0.121799933,0.286689049,0.919465487,0.528288238,0.591525661,0.820179965,0.778564203,0.281299473,0.639195054,0.939165228
ExampleGeneEnsembl-193,ExGene193,0.181357188,0.132099793,0.118655787,0.272944125,0.392369618,0.038683946,0.3294595,0.584929445,0.889995035,0.452437988,0.936264127,0.960857073
ExampleGeneEnsembl-194,ExGene194,0.443638202,0.514097309,0.513123094,0.553231202,0.666248926,0.238646047,0.650280954,0.065112144,0.675046733,0.861281756,0.195387145,0.198794929
ExampleGeneEnsembl-195,ExGene195,0.999304941,0.511734936,0.800615189,0.285814449,0.606062797,0.050962682,0.144704254,0.085757852,0.587919354,0.191204195,0.657235031,0.386669885
ExampleGeneEnsembl-196,ExGene196,0.587840626,0.356654871,0.59844998,0.288129712,0.763777932,0.233080605,0.944146238,0.332380837,0.164513531,0.796296394,0.710120406,0.177160649
ExampleGeneEnsembl-197,ExGene197,0.226153681,0.854387004,0.529055063,0.970852721,0.851152793,0.209420284,0.585628153,0.607497444,0.554072699,0.130965813,0.006268101,0.805774058
ExampleGeneEnsembl-198,ExGene198,0.746987567,0.2696485,0.394018054,0.016503197,0.567847309,0.264613085,0.482415543,0.567503159,0.242401307,0.546944221,0.161895057,0.948721291
ExampleGeneEnsembl-199,ExGene199,0.608823848,0.421379934,0.784320466,0.327873205,0.09820667,0.726650913,0.214321865,0.964643954,0.322152562,0.720889002,0.314742596,0.33473745
ExampleGeneEnsembl-200,ExGene200,0.669593107,0.200524779,0.101104695,0.641480046,0.147874147,0.978953642,0.311129296,0.445946294,0.229412883,0.246193949,0.865103924,0.987981347
ExampleGeneEnsembl-201,ExGene201,0.65816427,0.940896682,0.660036959,0.03026266,0.761917773,0.337662723,0.912641148,0.023900383,0.871907035,0.148625028,0.888391119,0.037197534
ExampleGeneEnsembl-202,ExGene202,0.946206655,0.0553645,0.094080391,0.49711427,0.007063886,0.641367231,0.164136808,0.314645636,0.13630696,0.215004143,0.465283405,0.719304048
ExampleGeneEnsembl-203,ExGene203,0.768501175,0.427880671,0.754066302,0.689546498,0.322845682,0.525540813,0.054058171,0.764879937,0.912776321,0.676208182,0.579732284,0.223148278
ExampleGeneEnsembl-204,ExGene204,0.198608542,0.668958586,0.797926928,0.301631356,0.858542589,0.071242234,0.068383011,0.369907091,0.113674305,0.956061144,0.445160213,0.29351879
ExampleGeneEnsembl-205,ExGene205,0.050040372,0.790940678,0.400303539,0.613815032,0.351010855,0.721961234,0.525494324,0.794206089,0.052943066,0.948081292,0.145137725,0.6486953
ExampleGeneEnsembl-206,ExGene206,0.424545467,0.592281832,0.800875635,0.099790278,0.600364394,0.382997451,0.648295433,0.043385231,0.603259951,0.592028613,0.088274785,0.290533044
ExampleGeneEnsembl-207,ExGene207,0.889133194,0.571432091,0.960240419,0.697927098,0.388512943,0.901041623,0.311632625,0.477919822,0.012156763,0.75817831,0.505821618,0.787514533
ExampleGeneEnsembl-208,ExGene208,0.571432088,0.968655603,0.463170927,0.92041559,0.625088003,0.655458087,0.804123225,0.497680902,0.854487364,0.266533978,0.814297211,0.060407042
ExampleGeneEnsembl-209,ExGene209,0.815246064,0.052127466,0.22056895,0.451867065,0.107995664,0.272635352,0.922954674,0.121871687,0.377780585,0.77508006,0.75201012,0.773147943
ExampleGeneEnsembl-210,ExGene210,0.751363692,0.351237568,0.595423447,0.909935622,0.209600029,0.943054349,0.778482716,0.091821991,0.643042059,0.859425406,0.375107905,0.613888868
ExampleGeneEnsembl-211,ExGene211,0.457887969,0.865619306,0.725405309,0.566798121,0.794549601,0.054770213,0.957718748,0.143024431,0.443116169,0.538104735,0.18179877,0.324258017
ExampleGeneEnsembl-212,ExGene212,0.571643622,0.191994285,0.063090874,0.162227681,0.696746055,0.957817367,0.795400261,0.89302129,0.115159778,0.1356922,0.313649791,0.935153812
ExampleGeneEnsembl-213,ExGene213,0.518886544,0.026700204,0.496718651,0.625741203,0.458285687,0.580494612,0.1333412,0.196284068,0.158969027,0.079537118,0.519570538,0.917628765
ExampleGeneEnsembl-214,ExGene214,0.160375352,0.217410754,0.473831011,0.297377608,0.0984896,0.385200771,0.021377784,0.488504278,0.823513784,0.49356768,0.785954718,0.787954024
ExampleGeneEnsembl-215,ExGene215,0.258144961,0.230936728,0.272501503,0.933047521,0.913458424,0.443908729,0.364291346,0.821111981,0.339175397,0.686562277,0.280882449,0.836475918
ExampleGeneEnsembl-216,ExGene216,0.523078949,0.972213704,0.51841367,0.538657339,0.297553719,0.570548793,0.76365058,0.388787455,0.18340359,0.095988633,0.463398921,0.545067838
ExampleGeneEnsembl-217,ExGene217,0.418775738,0.645027295,0.278558015,0.495384013,0.784581571,0.459919461,0.769939321,0.200303666,0.502771339,0.797098513,0.075493259,0.34071699
ExampleGeneEnsembl-218,ExGene218,0.207745457,0.820949879,0.973500611,0.778975041,0.830226587,0.519382589,0.333279887,0.257074585,0.944552674,0.262937864,0.081186528,0.896797215
ExampleGeneEnsembl-219,ExGene219,0.254350958,0.004329107,0.936145235,0.463705114,0.672615523,0.781688276,0.753007227,0.37636234,0.254107696,0.465524474,0.040523489,0.282292353
ExampleGeneEnsembl-220,ExGene220,0.758479428,0.773132041,0.854312182,0.807406559,0.428277231,0.977242479,0.041573621,0.426571959,0.204066523,0.094099272,0.71924268,0.654999407
ExampleGeneEnsembl-221,ExGene221,0.181561667,0.032190737,0.813805711,0.708079396,0.790086121,0.280753484,0.52763021,0.022558648,0.550029858,0.416888518,0.92896286,0.972581897
ExampleGeneEnsembl-222,ExGene222,0.175354764,0.056905752,0.385569559,0.055461874,0.671613637,0.923151697,0.855348006,0.02934501,0.53377273,0.842076348,0.368329095,0.519652105
ExampleGeneEnsembl-223,ExGene223,0.161681341,0.652541898,0.687456447,0.656135034,0.984830464,0.843039069,0.901090392,0.135088872,0.351069123,0.267410441,0.623848802,0.073041611
ExampleGeneEnsembl-224,ExGene224,0.220532563,0.609141998,0.536914542,0.018982371,0.237156846,0.111583521,0.059704213,0.623483093,0.800921616,0.875817935,0.18234381,0.8835209
ExampleGeneEnsembl-225,ExGene225,0.589383901,0.257448616,0.756120893,0.357443561,0.639255177,0.970216471,0.740388758,0.959289208,0.203851389,0.140663792,0.268896658,0.426792864
ExampleGeneEnsembl-226,ExGene226,0.995796296,0.159299777,0.45140876,0.78380368,0.066931062,0.913037783,0.803992975,0.796271159,0.115743191,0.327584399,0.958140348,0.98932735
ExampleGeneEnsembl-227,ExGene227,0.506784306,0.15797738,0.724460626,0.090135639,0.488044081,0.774076904,0.645110944,0.801296194,0.506478361,0.73841708,0.947028457,0.599866243
ExampleGeneEnsembl-228,ExGene228,0.134968715,0.078154209,0.820396384,0.858848777,0.107338548,0.434098557,0.232973187,0.032340468,0.662943988,0.27473534,0.893815414,0.268983935
ExampleGeneEnsembl-229,ExGene229,0.696076835,0.624498127,0.303825447,0.43178168,0.794770802,0.683983752,0.880412354,0.151799857,0.13971031,0.592951604,0.637175646,0.97028639
ExampleGeneEnsembl-230,ExGene230,0.200744196,0.753480253,0.821311377,0.475272383,0.810316416,0.041335127,0.20286587,0.04462039,0.173119722,0.801263609,0.53758028,0.721784992
ExampleGeneEnsembl-231,ExGene231,0.962877497,0.490634975,0.435125718,0.089441555,0.945488603,0.825944625,0.673890619,0.030224852,0.187802335,0.48809589,0.287201236,0.852421258
ExampleGeneEnsembl-232,ExGene232,0.471393589,0.165014505,0.049037206,0.591756722,0.238296305,0.054244401,0.556369871,0.868447996,0.273709022,0.125782017,0.70030788,0.456457413
ExampleGeneEnsembl-233,ExGene233,0.072974904,0.843797023,0.181938313,0.988958033,0.082857059,0.9130935,0.512882342,0.190104664,0.234204383,0.445662242,0.814272773,0.927181915
ExampleGeneEnsembl-234,ExGene234,0.05296899,0.435630841,0.33544546,0.88817128,0.479763635,0.068489243,0.464149921,0.052455481,0.217290817,0.849298841,0.961230535,0.625372143
ExampleGeneEnsembl-235,ExGene235,0.083596237,0.76423061,0.449001466,0.206472332,0.336610591,0.213685254,0.574101232,0.11196666,0.028768322,0.85485272,0.763464732,0.346243422
ExampleGeneEnsembl-236,ExGene236,0.932259964,0.279967997,0.591754291,0.497737194,0.709444692,0.773196839,0.891389589,0.508204382,0.787568452,0.863108831,0.756554944,0.24924333
ExampleGeneEnsembl-237,ExGene237,0.182510579,0.055226052,0.239827411,0.275778771,0.492162616,0.963021793,0.292181128,0.130626052,0.822349177,0.044028043,0.325109949,0.008856962
ExampleGeneEnsembl-238,ExGene238,0.622009072,0.539372484,0.210358521,0.05232278,0.266859474,0.741359167,0.454803319,0.76219547,0.749787925,0.361894824,0.792947044,0.321883351
ExampleGeneEnsembl-239,ExGene239,0.588232503,0.033977796,0.954189194,0.812321105,0.482504561,0.453160199,0.475771261,0.837451643,0.019439583,0.477229037,0.92460856,0.767471886
ExampleGeneEnsembl-240,ExGene240,0.618292878,0.349014061,0.777240265,0.938155225,0.36579163,0.477962567,0.385016109,0.783412779,0.153059745,0.094515047,0.431967365,0.874760231
ExampleGeneEnsembl-241,ExGene241,0.384480739,0.297728425,0.431440513,0.03075271,0.971634094,0.003768169,0.76750855,0.205342757,0.424364146,0.711338644,0.353483775,0.289279847
ExampleGeneEnsembl-242,ExGene242,0.109760537,0.975001232,0.819949918,0.433028378,0.078161805,0.434712023,0.638517552,0.732846974,0.811939753,0.024749994,0.49804247,0.411576891
ExampleGeneEnsembl-243,ExGene243,0.360241459,0.265692338,0.013640781,0.029520355,0.138926817,0.648178241,0.501240443,0.67924849,0.788689324,0.896289355,0.276694934,0.069209823
ExampleGeneEnsembl-244,ExGene244,0.695551655,0.798865231,0.463898083,0.044745205,0.816018453,0.673243621,0.36275594,0.218866312,0.262147941,0.355066539,0.211335611,0.121624727
ExampleGeneEnsembl-245,ExGene245,0.079165834,0.348660478,0.5888915,0.909069268,0.463225613,0.456092293,0.84503928,0.421221543,0.188447261,0.221212209,0.010796418,0.998168449
ExampleGeneEnsembl-246,ExGene246,0.898183025,0.392989333,0.910660957,0.276925154,0.93788455,0.013722088,0.657915241,0.778068053,0.127091258,0.100640609,0.094097152,0.031704939
ExampleGeneEnsembl-247,ExGene247,0.274797715,0.568637926,0.03248332,0.100548444,0.536715812,0.043931125,0.56277623,0.353446488,0.750695734,0.996103187,0.295880707,0.355188508
ExampleGeneEnsembl-248,ExGene248,0.427679072,0.465234182,0.939308749,0.139970279,0.511521251,0.343823763,0.141466414,0.284061442,0.174300262,0.942126714,0.311489352,0.808119002
ExampleGeneEnsembl-249,ExGene249,0.384012114,0.275494081,0.900353038,0.907087095,0.439081609,0.442509355,0.560846729,0.838870001,0.433259034,0.926809181,0.902541878,0.782356072
ExampleGeneEnsembl-250,ExGene250,0.656213274,0.596116584,0.715184449,0.779660451,0.337103249,0.560482525,0.995307704,0.453470338,0.772784034,0.122536674,0.620414906,0.647447993
