FeatureID,FeatureName,Group1-Region1 Average,Group1-Region1 Log2 Fold Change,Group1-Region1 P-Value,Group2-Region1 Average,Group2-Region1 Log2 Fold Change,Group2-Region1 P-Value,Group1-Region2 Average,Group1-Region2 Log2 Fold Change,Group1-Region2 P-Value,Group2-Region2 Average,Group2-Region2 Log2 Fold Change,Group2-Region2 P-Value
ExampleGeneEnsembl-147,ExGene147,0.386507559,0.65629405,0.496437632,0.311536225,0.883881929,0.857207627,0.673096222,0.612942959,0.26111623,0.121545393,0.231434757,0.40721274
ExampleGeneEnsembl-148,ExGene148,0.139893459,0.798932281,0.526751091,0.274975406,0.369591181,0.59210557,0.175406077,0.056044346,0.775558167,0.574834119,0.579258602,0.858494765
ExampleGeneEnsembl-149,ExGene149,0.507791817,0.451538247,0.294765737,0.977870299,0.72052687,0.975031205,0.787363631,0.289251039,0.248811189,0.622475224,0.724937439,0.146212801
ExampleGeneEnsembl-150,ExGene150,0.445601603,0.68957176,0.43181211,0.382122626,0.444209503,0.68103664,0.501680676,0.407089935,0.41542156,0.165700564,0.987573996,0.596010304
ExampleGeneEnsembl-151,ExGene151,0.771386403,0.659531305,0.844828515,0.46186154,0.773797717,0.228001731,0.474137894,0.640049278,0.231965492,0.833336055,0.288730672,0.185403794
ExampleGeneEnsembl-152,ExGene152,0.592492217,0.263828418,0.084793754,0.463132258,0.342467532,0.830100618,0.321196959,0.274514444,0.75571594,0.966621292,0.081006017,0.727471161
ExampleGeneEnsembl-153,ExGene153,0.079438526,0.1337355,0.723196777,0.190644465,0.251817131,0.745318865,0.367931369,0.307214971,0.148037813,0.172417381,0.967599472,0.339703628
ExampleGeneEnsembl-154,ExGene154,0.360184641,0.468853701,0.660912649,0.502904761,0.807028322,0.146877281,0.092301491,0.699240826,0.753646692,0.504881123,0.643289853,0.723756846
ExampleGeneEnsembl-155,ExGene155,0.356296977,0.713141299,0.904774667,0.129210771,0.101012901,0.873649449,0.847900944,0.972508083,0.733258826,0.393704188,0.917141329,0.056317809
ExampleGeneEnsembl-156,ExGene156,0.767822281,0.141075484,0.179189927,0.40075639,0.278153247,0.147364686,0.947225822,0.101597828,0.657748819,0.96596044,0.770609219,0.130115673
ExampleGeneEnsembl-157,ExGene157,0.411214877,0.659762056,0.445254344,0.011845911,0.087615714,0.323103604,0.268629889,0.729312271,0.456036133,0.888900963,0.390849697,0.263347762
ExampleGeneEnsembl-158,ExGene158,0.716418332,0.632310611,0.3376038,0.368928687,0.368348643,0.197611554,0.165019114,0.728613881,0.086426013,0.410345647,0.551357238,0.832080629
ExampleGeneEnsembl-159,ExGene159,0.158028491,0.843130038,0.022532187,0.818471191,0.530634047,0.722949361,0.75640918,0.285605354,0.682139147,0.122735276,0.222408022,0.477890338
ExampleGeneEnsembl-160,ExGene160,0.857761237,0.926454728,0.033901596,0.102435023,0.19006891,0.94795485,0.302668376,0.025376714,0.550429499,0.599473752,0.563753934,0.856484114
ExampleGeneEnsembl-161,ExGene161,0.674566868,0.322115732,0.936731421,0.792169493,0.578121341,0.480038227,0.463756014,0.781064041,0.820876359,0.194208981,0.920659611,0.999644247
ExampleGeneEnsembl-162,ExGene162,0.502729279,0.147660062,0.335517963,0.108165063,0.01680992,0.578323416,0.302891448,0.086861658,0.558050036,0.180227167,0.973111381,0.034425505
ExampleGeneEnsembl-163,ExGene163,0.624627411,0.636904915,0.861178142,0.039814034,0.426229004,0.973795279,0.205667438,0.66680048,0.611571751,0.35302491,0.627850166,0.595308919
ExampleGeneEnsembl-164,ExGene164,0.225568529,0.818459295,0.578609041,0.92289623,0.648289127,0.382236908,0.201543404,0.533117764,0.426697816,0.128335078,0.772165563,0.786382484
ExampleGeneEnsembl-165,ExGene165,0.258652694,0.965774197,0.993228683,0.110536825,0.202077578,0.860570469,0.087655398,0.991729447,0.080944813,0.956723535,0.441107517,0.021068368
ExampleGeneEnsembl-166,ExGene166,0.211579146,0.811477235,0.527786546,0.175807402,0.847836697,0.751066185,0.823955128,0.759302548,0.979771996,0.552262157,0.656844055,0.977499705
ExampleGeneEnsembl-167,ExGene167,0.33713201,0.764864166,0.879380977,0.79350601,0.285486813,0.8497502,0.9503768,0.062748964,0.782252454,0.25880129,0.758735183,0.70875136
ExampleGeneEnsembl-168,ExGene168,0.13104055,0.799059574,0.349410997,0.22745597,0.316068414,0.870444397,0.50413429,0.627275539,0.289386944,0.111071419,0.667646675,0.753482594
ExampleGeneEnsembl-169,ExGene169,0.191856898,0.336208853,0.297467726,0.155572162,0.418536894,0.514833971,0.06317994,0.619875964,0.11535994,0.663271249,0.142727764,0.342676791
ExampleGeneEnsembl-170,ExGene170,0.041197896,0.894916012,0.769872092,0.126391805,0.645172942,0.718743954,0.809166451,0.474591917,0.518953828,0.072273926,0.16893337,0.405884398
ExampleGeneEnsembl-171,ExGene171,0.037316639,0.228565524,0.706366234,0.192465266,0.247247117,0.821837245,0.642132645,0.143917167,0.428478171,0.219718912,0.402390594,0.163166368
ExampleGeneEnsembl-172,ExGene172,0.585079414,0.168829407,0.084594753,0.959764152,0.470444961,0.270463439,0.902529337,0.032970004,0.325616202,0.062053162,0.533084578,0.337383262
ExampleGeneEnsembl-173,ExGene173,0.805943391,0.051493652,0.403929722,0.352333256,0.409617504,0.323735266,0.133800018,0.215343006,0.999159437,0.229450351,0.448323877,0.405222561
ExampleGeneEnsembl-174,ExGene174,0.105894785,0.570739456,0.095948237,0.70367806,0.762194423,0.730399635,0.442456022,0.22704833,0.098583124,0.026948187,0.651390768,0.796730204
ExampleGeneEnsembl-175,ExGene175,0.744562634,0.925242847,0.057959228,0.839428977,0.154041362,0.962551614,0.695447793,0.965761851,0.374078681,0.449900771,0.983612998,0.849426686
ExampleGeneEnsembl-176,ExGene176,0.183607514,0.130976416,0.332446623,0.079228475,0.306494593,0.005215492,0.92952373,0.130047429,0.557194914,0.238171256,0.695068641,0.658036061
ExampleGeneEnsembl-177,ExGene177,0.704406044,0.271260833,0.229356231,0.484911879,0.572258273,0.020585503,0.646548277,0.435553517,0.47803086,0.347480252,0.216584944,0.12408026
ExampleGeneEnsembl-178,ExGene178,0.918431177,0.239745908,0.8208027,0.165886524,0.357617228,0.578317268,0.104750102,0.094191647,0.896259581,0.029133898,0.665779505,0.311932361
ExampleGeneEnsembl-179,ExGene179,0.098878593,0.451622498,0.124164722,0.511945574,0.665924219,0.333312444,0.734798394,0.236870473,0.559205687,0.560915299,0.72280502,0.957649292
ExampleGeneEnsembl-180,ExGene180,0.547636641,0.425509498,0.996355729,0.167162245,0.453236856,0.349945494,0.004640324,0.994107574,0.664811957,0.829127957,0.485942093,0.184079947
ExampleGeneEnsembl-181,ExGene181,0.876742531,0.651534045,0.03867861,0.059570596,0.194830133,0.316303683,0.961125438,0.650335178,0.779519208,0.728358627,0.173913286,0.506654783
ExampleGeneEnsembl-182,ExGene182,0.434062104,0.972393609,0.612532303,0.998430688,0.366075159,0.963033265,0.300276517,0.774308064,0.33895162,0.517003521,0.655686005,0.598645842
ExampleGeneEnsembl-183,ExGene183,0.912564003,0.90663661,0.52689103,0.656521215,0.024415204,0.038551176,0.007774821,0.059764832,0.933614045,0.292333313,0.273704363,0.172431222
ExampleGeneEnsembl-184,ExGene184,0.44654582,0.675873124,0.032095262,0.13701132,0.083089868,0.549740712,0.34523744,0.496980606,0.75455256,0.610060874,0.925173499,0.809029736
ExampleGeneEnsembl-185,ExGene185,0.199236355,0.246047093,0.578417562,0.788412451,0.005369961,0.772168255,0.207787081,0.453118475,0.398229049,0.511947827,0.47983921,0.173772944
ExampleGeneEnsembl-186,ExGene186,0.127787655,0.183221858,0.482632264,0.119452436,0.261863998,0.09737522,0.038808897,0.773629217,0.010639714,0.477725236,0.490517328,0.828879958
ExampleGeneEnsembl-187,ExGene187,0.36033511,0.640182885,0.761209207,0.478238719,0.987838841,0.660034557,0.999572521,0.072276075,0.296992589,0.651096652,0.869060816,0.061720704
ExampleGeneEnsembl-188,ExGene188,0.025780736,0.306630273,0.32938668,0.349431438,0.565491603,0.262693902,0.27355997,0.326923847,0.301646742,0.609577079,0.284365263,0.502219941
ExampleGeneEnsembl-189,ExGene189,0.201710955,0.497569609,0.352501874,0.509021416,0.962700764,0.384197008,0.016526051,0.62309021,0.325717371,0.502149498,0.573591295,0.337278935
ExampleGeneEnsembl-190,ExGene190,0.320967191,0.802181341,0.637895503,0.227930413,0.265635388,0.577065474,0.231203716,0.3557721,0.791507384,0.699105779,0.978421019,0.036517094
ExampleGeneEnsembl-191,ExGene191,0.356897156,0.325716591,0.768558011,0.981908236,0.054589764,0.824499536,0.610842853,0.952429695,0.447818569,0.087290379,0.929722385,0.241467419
ExampleGeneEnsembl-192,ExGene192,0.200267424,0.343623225,0.96466504,0.668664097,0.868675809,0.705353355,0.238684312,0.396663878,0.771786001,0.072263234,0.144538965,0.969659243
ExampleGeneEnsembl-193,ExGene193,0.480754415,0.81975599,0.946366487,0.520237941,0.502633799,0.953938428,0.095724653,0.258354012,0.523064614,0.02694997,0.226536925,0.907224753
ExampleGeneEnsembl-194,ExGene194,0.823601345,0.554766971,0.789935122,0.184596218,0.836547363,0.756299355,0.073261142,0.329531035,0.280569781,0.255609121,0.274921246,0.268376964
ExampleGeneEnsembl-195,ExGene195,0.118886629,0.630500663,0.79965115,0.279080932,0.510525689,0.335396683,0.900766261,0.935582064,0.565001701,0.359456982,0.734235441,0.603266143
ExampleGeneEnsembl-196,ExGene196,0.559005819,0.850629354,0.500794537,0.561305706,0.696386293,0.362176766,0.586443951,0.638226408,0.57655864,0.08221619,0.690530227,0.073600192
ExampleGeneEnsembl-197,ExGene197,0.797495237,0.268093484,0.498522352,0.802554843,0.235172709,0.816779799,0.773804601,0.159722246,0.554832008,0.261291984,0.799447907,0.431522066
ExampleGeneEnsembl-198,ExGene198,0.52930331,0.159484556,0.16990752,0.641711471,0.381687539,0.138217172,0.621819398,0.818153427,0.305909163,0.661989369,0.041625403,0.640365843
ExampleGeneEnsembl-199,ExGene199,0.81071436,0.217190672,0.031079094,0.187431806,0.762579196,0.15359629,0.452975413,0.688368395,0.737863877,0.035320929,0.870460191,0.686231015
ExampleGeneEnsembl-200,ExGene200,0.047497457,0.23032625,0.531509498,0.051369188,0.211832644,0.432311724,0.565585374,0.493474405,0.820636119,0.469852373,0.041499857,0.687176037
ExampleGeneEnsembl-201,ExGene201,0.843335841,0.012258123,0.669338444,0.001010897,0.031501569,0.622045172,0.776688847,0.277746398,0.72068977,0.001980158,0.389653807,0.144822725
ExampleGeneEnsembl-202,ExGene202,0.499692428,0.591033489,0.751385601,0.020975595,0.41519118,0.365135425,0.729466771,0.379164057,0.492948318,0.050162689,0.96558341,0.854372212
ExampleGeneEnsembl-203,ExGene203,0.82867246,0.756765614,0.531851132,0.927313193,0.331131736,0.427536605,0.079156962,0.45135176,0.333268249,0.873365835,0.006203528,0.552681932
ExampleGeneEnsembl-204,ExGene204,0.620056188,0.664028516,0.867961576,0.01860689,0.228571909,0.658799024,0.052264667,0.61791857,0.815062705,0.675812749,0.225022215,0.897436972
ExampleGeneEnsembl-205,ExGene205,0.098122389,0.599622249,0.210077114,0.430694426,0.730578913,0.203576956,0.355155344,0.768421594,0.859037138,0.744165176,0.985931619,0.136841371
ExampleGeneEnsembl-206,ExGene206,0.21460967,0.745171207,0.18856688,0.246566598,0.298400946,0.972697172,0.75306104,0.369013019,0.475699052,0.171131733,0.911317867,0.935003009
ExampleGeneEnsembl-207,ExGene207,0.611587258,0.282708572,0.965959842,0.771252138,0.649413003,0.783890548,0.682176949,0.245246775,0.786713364,0.587468554,0.119019557,0.112523602
ExampleGeneEnsembl-208,ExGene208,0.799979331,0.763014018,0.941589956,0.31703001,0.532555199,0.480127017,0.217294561,0.377096295,0.44825552,0.902157288,0.21473402,0.769718088
ExampleGeneEnsembl-209,ExGene209,0.687774604,0.449064153,0.013785888,0.69095451,0.247850396,0.098469569,0.634939704,0.378054981,0.400132158,0.442101565,0.752505558,0.265873263
ExampleGeneEnsembl-210,ExGene210,0.358363219,0.617932777,0.288485023,0.384137299,0.188125758,0.83100622,0.969812084,0.546776823,0.161620036,0.20664041,0.226043145,0.579996452
ExampleGeneEnsembl-211,ExGene211,0.440590332,0.31786452,0.567562464,0.584243317,0.394777547,0.848232622,0.539373587,0.495476596,0.94596015,0.804268872,0.189987837,0.175811931
ExampleGeneEnsembl-212,ExGene212,0.256711628,0.79294773,0.637971727,0.625960766,0.213849355,0.442143937,0.605016195,0.886893788,0.935658283,0.054036181,0.912420985,0.393415791
ExampleGeneEnsembl-213,ExGene213,0.027012802,0.226123054,0.342567998,0.250461694,0.638171747,0.319841233,0.619114088,0.322584768,0.487454846,0.249723636,0.667306304,0.990679017
ExampleGeneEnsembl-214,ExGene214,0.233799389,0.149934622,0.956525975,0.703973214,0.538223816,0.831003263,0.437184825,0.414983223,0.103063795,0.440657677,0.159871138,0.208708056
ExampleGeneEnsembl-215,ExGene215,0.402817342,0.144885026,0.360626228,0.638324622,0.10010927,0.08128161,0.31244622,0.290342702,0.778160374,0.678574756,0.219886359,0.33465089
ExampleGeneEnsembl-216,ExGene216,0.60502959,0.284171387,0.972442566,0.811764339,0.641395041,0.03318575,0.676408242,0.865945086,0.977387011,0.641605844,0.367207672,0.350832192
ExampleGeneEnsembl-217,ExGene217,0.095180877,0.597426178,0.472880035,0.932882694,0.436438513,0.399178989,0.006900685,0.039994024,0.930970842,0.110061943,0.985303988,0.693101448
ExampleGeneEnsembl-218,ExGene218,0.12715509,0.196540591,0.095188471,0.876179241,0.991185495,0.022165729,0.999444176,0.191087572,0.481379648,0.228982599,0.119409029,0.688471652
ExampleGeneEnsembl-219,ExGene219,0.811947045,0.342498902,0.056380751,0.092738752,0.731834397,0.82227954,0.377213325,0.584312262,0.940461975,0.690237229,0.373683524,0.909198566
ExampleGeneEnsembl-220,ExGene220,0.738381632,0.040599942,0.02937178,0.531884237,0.163199307,0.822543794,0.728648586,0.919217817,0.9331146,0.96594863,0.753817344,0.989713238
ExampleGeneEnsembl-221,ExGene221,0.357953079,0.792198554,0.570957895,0.196226796,0.938640537,0.133196219,0.590981143,0.679148353,0.439911588,0.352797758,0.759172345,0.662120645
ExampleGeneEnsembl-222,ExGene222,0.535205867,0.586919153,0.104643973,0.98276115,0.226961491,0.678979112,0.907299281,0.526065667,0.0361864,0.606709506,0.406108212,0.337758717
ExampleGeneEnsembl-223,ExGene223,0.408164896,0.793363859,0.399418957,0.063293896,0.710162527,0.777600409,0.136685544,0.413114568,0.826870331,0.675614785,0.646933434,0.10702302
ExampleGeneEnsembl-224,ExGene224,0.205447507,0.088949633,0.641696454,0.084465587,0.175512231,0.638374348,0.854511286,0.539072395,0.833043453,0.275308692,0.968813839,0.92846256
ExampleGeneEnsembl-225,ExGene225,0.932817116,0.281804533,0.14432104,0.394234693,0.451369992,0.239782626,0.785588554,0.586223921,0.049062612,0.180857315,0.286228839,0.856386569
ExampleGeneEnsembl-226,ExGene226,0.736446704,0.495493949,0.738298719,0.339624735,0.812527429,0.343251367,0.179321262,0.60824836,0.600180391,0.660595207,0.293340032,0.801299228
ExampleGeneEnsembl-227,ExGene227,0.02397606,0.29707242,0.635838938,0.787428449,0.006068171,0.595456991,0.90136911,0.154143736,0.56088033,0.045168581,0.630393455,0.629397095
ExampleGeneEnsembl-228,ExGene228,0.393270891,0.055927514,0.193573409,0.549351984,0.428697327,0.392986903,0.342173172,0.305900026,0.912389856,0.534445221,0.98429562,0.210024992
ExampleGeneEnsembl-229,ExGene229,0.997922254,0.493046646,0.830280538,0.394136984,0.976513766,0.964885991,0.806708311,0.392618724,0.663150013,0.217717789,0.619472499,0.771025606
ExampleGeneEnsembl-230,ExGene230,0.929988723,0.916115911,0.712839581,0.74047254,0.102168164,0.373743435,0.609651134,0.877359871,0.004201562,0.81197818,0.767094193,0.077735009
ExampleGeneEnsembl-231,ExGene231,0.345446688,0.909641817,0.556986574,0.937179901,0.857723824,0.097682115,0.414119056,0.261507755,0.533524679,0.51208189,0.621376486,0.234838946
ExampleGeneEnsembl-232,ExGene232,0.376849706,0.382884457,0.591548437,0.429797183,0.3493127,0.32855691,0.734726075,0.302102208,0.285670326,0.216819198,0.613244316,0.674000287
ExampleGeneEnsembl-233,ExGene233,0.858703229,0.606966797,0.452218004,0.583870589,0.051237982,0.119116601,0.462409218,0.645545152,0.514961544,0.011975323,0.595804718,0.150062013
ExampleGeneEnsembl-234,ExGene234,0.732590077,0.746603059,0.427371108,0.732892988,0.643519573,0.046570398,0.77963512,0.763994202,0.716787583,0.541465603,0.967641514,0.849806594
ExampleGeneEnsembl-235,ExGene235,0.502392849,0.506107328,0.474679269,0.027098678,0.846981748,0.083877252,0.568326531,0.698403834,0.334755595,0.575734382,0.242879967,0.103336463
ExampleGeneEnsembl-236,ExGene236,0.625278273,0.199284214,0.232285557,0.606358089,0.92877895,0.73196857,0.168432266,0.804410656,0.067718129,0.469480298,0.57639952,0.683009858
ExampleGeneEnsembl-237,ExGene237,0.855865782,0.975767721,0.00925855,0.574298641,0.72967915,0.987109123,0.6288843,0.146019091,0.130806384,0.936191148,0.541809259,0.686292344
ExampleGeneEnsembl-238,ExGene238,0.635587673,0.208149995,0.563394384,0.087720456,0.428198433,0.674890655,0.873481676,0.521568084,0.047977463,0.479422458,0.80444311,0.105376406
ExampleGeneEnsembl-239,ExGene239,0.366758119,0.359638583,0.39943774,0.157130237,0.352707649,0.048680786,0.490697304,0.877070074,0.975890007,0.538925907,0.532126771,0.423739103
ExampleGeneEnsembl-240,ExGene240,0.661306021,0.609939982,0.568041555,0.375876004,0.173801652,0.091013958,0.833037117,0.849721361,0.761303216,0.735208347,0.980721283,0.256224751
ExampleGeneEnsembl-241,ExGene241,0.447122335,0.289351174,0.313296168,0.934437541,0.154764632,0.964359584,0.279639332,0.596326162,0.395507271,0.684253327,0.670090686,0.920727486
ExampleGeneEnsembl-242,ExGene242,0.380767288,0.005469332,0.304180655,0.142976409,0.393029862,0.332784682,0.362624208,0.431441523,0.151281309,0.797998686,0.185225568,0.798562714
ExampleGeneEnsembl-243,ExGene243,0.629475505,0.0954089,0.116504171,0.197913306,0.309595066,0.917937951,0.345892148,0.603743909,0.279744659,0.520773283,0.824686675,0.967197099
ExampleGeneEnsembl-244,ExGene244,0.015508504,0.50033989,0.896753467,0.397079121,0.269686237,0.393832238,0.079759659,0.846613908,0.869102072,0.47622386,0.478860477,0.008619289
ExampleGeneEnsembl-245,ExGene245,0.527856086,0.192698278,0.215224095,0.824601093,0.378253802,0.093949281,0.360898186,0.619606953,0.757068751,0.839783781,0.585378329,0.003091906
ExampleGeneEnsembl-246,ExGene246,0.991914451,0.410142028,0.832216556,0.050692099,0.12633771,0.674538264,0.677822589,0.144203522,0.748291381,0.974538033,0.704311874,0.711424167
ExampleGeneEnsembl-247,ExGene247,0.500752249,0.583019145,0.532917612,0.940495502,0.501086035,0.97743977,0.144416538,0.34879582,0.710003047,0.943917028,0.933034833,0.817095179
ExampleGeneEnsembl-248,ExGene248,0.896337778,0.562849307,0.587447894,0.899393665,0.75345868,0.033127414,0.836049991,0.043569733,0.030166134,0.243262647,0.395846852,0.142752853
ExampleGeneEnsembl-249,ExGene249,0.210447871,0.126415547,0.806849293,0.440891102,0.943968839,0.817313736,0.150451025,0.927571955,0.187424704,0.976429701,0.744969493,0.643919555
ExampleGeneEnsembl-250,ExGene250,0.172861965,0.119187142,0.191529932,0.104972036,0.949956821,0.832641934,0.80816407,0.454410862,0.492450655,0.513126671,0.750555329,0.663140509
